plaqueId	category	key	value
st-andrews	themes	theme	Religion
st-andrews-anglican-church	details	title	St. Andrew's Anglican Church
st-andrews-anglican-church	details	text	The third church on this site, St. Andrew's was completed in 1825 by a congregation formed almost 40 years earlier. The churchyard contains the graves of many early settlers at The Forty, as Grimsby was originally called.
st-andrews-anglican-church	location	region	Niagara Falls and Region
st-andrews-anglican-church	location	county	Regional Municipality of Niagara
st-andrews-anglican-church	location	municipality	Town of Grimsby
st-andrews-anglican-church	location	address	On the grounds of the church, Main Street West and St. Andrew's Avenue, Grimsby
st-andrews-anglican-church	themes	theme	Buildings and structures
st-andrews-anglican-church	themes	theme	Religion
st-andrews-church-1812	details	title	St. Andrew's Church 1812
st-andrews-church-1812	details	text	St. Andrew's was built to house the province's first Presbyterian congregation, which had been formed in Williamstown in 1787. Sir Alexander Mackenzie, the intrepid explorer of the Canadian West, donated a bell for the church and persuaded friends in Scotland to provide a communion service.
st-andrews-church-1812	location	region	Eastern Ontario
st-andrews-church-1812	location	county	United Counties of Stormont, Dundas and Glengarry
st-andrews-church-1812	location	municipality	Township of South Dundas
st-andrews-church-1812	location	address	On the grounds of the church, Church Street West, Williamstown
st-andrews-church-1812	themes	theme	Buildings and structures
st-andrews-church-1812	themes	theme	Religion
st-andrews-church-1832	details	title	St. Andrew's Church 1832
st-andrews-church-1832	details	text	The Presbyterian congregation at L'Orignal had been in existence since 1822 but did not begin construction of its church until 10 years later when Charles Treadwell, the current seigneur of Pointe à l'Orignac, donated land for the structure. In 1925, the congregation voted to join The United Church of Canada.
st-andrews-church-1832	location	region	Eastern Ontario
st-andrews-church-1832	location	county	United Counties of Prescott and Russell
st-andrews-church-1832	location	municipality	Township of Champlain
st-andrews-church-1832	location	address	On the grounds of the church, 1008 King Street, L'Orignal
st-andrews-church-1832	themes	theme	Buildings and structures
st-andrews-church-1832	themes	theme	Religion
st-andrews-church142	details	title	St. Andrew's Church
st-andrews-church142	details	text	Constructed in 1862 to serve a Church of Scotland congregation formed some 30 years earlier, St. Andrew's was built by local contractor John McDonald. The church is an excellent example of a style of architecture known as Carpenter's Gothic.
st-andrews-church142	location	region	Greater Toronto Area
st-andrews-church142	location	county	Regional Municipality of York
st-andrews-church142	location	municipality	City of Vaughan
st-andrews-church142	location	address	On the grounds of the church, 9860 Keele Street, Maple
st-andrews-church142	themes	theme	Buildings and structures
st-andrews-church142	themes	theme	Religion
st-andrews-church331	details	title	St. Andrew's Church
st-andrews-church331	details	text	The oldest remaining stone structure in the province erected as a church, this building was constructed about 1801 and served its Roman Catholic congregation until 1860 when the adjacent church was built. During the War of 1812, St. Andrew’s was used as a hospital.
st-andrews-church331	location	region	Eastern Ontario
st-andrews-church331	location	county	United Counties of Stormont, Dundas and Glengarry
st-andrews-church331	location	municipality	Township of South Stormont
st-andrews-church331	location	address	On the grounds of the former church, now the parish hall, County Road 18 and Highway 138, St. Andrews West
st-andrews-church331	themes	theme	Buildings and structures
st-andrews-church331	themes	theme	Religion
st-andrews-church447	details	title	St. Andrew's Church
st-andrews-church447	details	text	Built between 1874 and 1876, St. Andrew's was designed by the noted Toronto architect William Storm in the then popular Romanesque Revival style. Under the vigorous leadership of the Reverend D.J. Macdonnell, St. Andrew's became one of the most influential Presbyterian churches in Canada.
st-andrews-church447	location	region	Greater Toronto Area
st-andrews-church447	location	county	City of Toronto (District)
st-andrews-church447	location	municipality	City of Toronto
st-andrews-church447	location	address	On the grounds of the church, King Street West at Simcoe Street, Toronto
st-andrews-church447	themes	theme	Buildings and structures
st-andrews-church447	themes	theme	Religion
st-andrews-presbyterian-church	details	title	St. Andrew's Presbyterian Church
st-andrews-presbyterian-church	details	text	The first church on this site was built in 1835 by a congregation of Scottish settlers who had held their first services in a local tavern. The present St. Andrew's dates from 1862, and despite some structural changes retains much of its original Gothic Revival character.
st-andrews-presbyterian-church	location	region	Southwestern Ontario
st-andrews-presbyterian-church	location	county	County of Wellington
st-andrews-presbyterian-church	location	municipality	Township of Centre Wellington
st-andrews-presbyterian-church	location	address	On the grounds of the church, 325 St. George Street West, Fergus
st-andrews-presbyterian-church	themes	theme	Buildings and structures
st-andrews-presbyterian-church	themes	theme	Religion
st-andrews-presbyterian-church-1840	details	title	St. Andrew's Presbyterian Church 1840
st-andrews-presbyterian-church-1840	details	text	Known affectionately as the Old Stone Church, St. Andrew's was built from local fieldstone over a period of 13 years by members of its predominantly Scottish congregation. Services were conducted in both English and Gaelic.
st-andrews-presbyterian-church-1840	location	region	Greater Toronto Area
st-andrews-presbyterian-church-1840	location	county	Regional Municipality of Durham
st-andrews-presbyterian-church-1840	location	municipality	Township of Brock
st-andrews-presbyterian-church-1840	location	address	On the grounds of the church, Regional Road 15, east of Beaverton
st-andrews-presbyterian-church-1840	themes	theme	Buildings and structures
st-andrews-presbyterian-church-1840	themes	theme	Religion
st-annes-anglican-church	details	title	St. Anne's Anglican Church
st-annes-anglican-church	details	text	Toronto architect Ford Howland designed St. Anne's Church in the Byzantine style, a style rarely used in Ontario church architecture. Interior decoration includes wall and ceiling paintings executed by members of the Group of Seven.
st-annes-anglican-church	location	region	Greater Toronto Area
st-annes-anglican-church	location	county	City of Toronto (District)
st-annes-anglican-church	location	municipality	City of Toronto
st-annes-anglican-church	location	address	In front of the church, 270 Gladstone Avenue, Toronto
st-annes-anglican-church	themes	theme	Arts and culture
st-annes-anglican-church	themes	theme	Buildings and structures
st-annes-anglican-church	themes	theme	Religion
st-clair-tunnel	details	title	St. Clair Tunnel, The
st-clair-tunnel	details	text	Built during 1889-91 by the Grand Trunk Railway to link Sarnia with Port Huron, Michigan, the St. Clair Tunnel was the first international submarine railway tunnel in North America. An engineering feat that attracted much popular attention, the tunnel was constructed at a cost of $2.5 million.
st-clair-tunnel	location	region	Southwestern Ontario
st-clair-tunnel	location	county	County of Lambton
st-clair-tunnel	location	municipality	City of Sarnia
st-clair-tunnel	location	address	Adjacent to the tunnel, St. Andrew Street, Sarnia
st-clair-tunnel	themes	theme	Buildings and structures
st-clair-tunnel	themes	theme	Transportation systems and communications
st-george-martyr-anglican-church	details	title	St. George the Martyr Anglican Church
st-george-martyr-anglican-church	details	text	Reverend William Crompton, a travelling missionary, founded an Anglican mission at Magnetawan in 1880. Later that same year, construction began on this church. Built on the Old Nipissing Colonization Road at a time of tremendous growth in the area, the church provided a spiritual centre for the local community and served as an important meeting place for settlers. The building is a fine example of Carpenter Gothic, a late-19th-century architectural style that incorporated Gothic-inspired elements on wood-framed buildings. Resting on an outcropping of Precambrian bedrock and built with local timber; the church's location, architectural form and materials connect it to the natural landscape. A.J. Casson, a member of the Group of Seven, captured the iconic, picturesque qualities of this church in his painting Anglican Church at Magnetawan. St. George the Martyr has become a significant landmark and a symbol of the cultural and natural foundations upon which much of the province developed.
st-george-martyr-anglican-church	location	region	Northern Ontario
st-george-martyr-anglican-church	location	county	District of Parry Sound
st-george-martyr-anglican-church	location	municipality	Township of Magnetawan
st-george-martyr-anglican-church	location	address	On the grounds of St. George the Martyr Anglican Church, 124 Sparks Street, Magnetawan
st-george-martyr-anglican-church	themes	theme	Arts and culture
st-george-martyr-anglican-church	themes	theme	Buildings and structures
st-george-martyr-anglican-church	themes	theme	Religion
st-james-cathedral	details	title	St. James' Cathedral
st-james-cathedral	details	text	The first church in Toronto was begun on this site in 1803. The present St. James', which was begun in 1850 but not completed until 1874, is the second Anglican cathedral and the fourth religious structure on the site.
st-james-cathedral	location	region	Greater Toronto Area
st-james-cathedral	location	county	City of Toronto (District)
st-james-cathedral	location	municipality	City of Toronto
st-james-cathedral	location	address	On the grounds of the cathedral, 106 King Street East at Church Street, Toronto
st-james-cathedral	themes	theme	Buildings and structures
st-james-cathedral	themes	theme	Religion
st-james-church-1826	details	title	St. James' Church 1826
st-james-church-1826	details	text	One of the oldest parish churches in the Anglican Diocese of Ontario, St. James' was begun in 1826 and consecrated four years later. Although somewhat altered by renovations, the church remains a pleasing example of early Gothic Revivial architecture.
st-james-church-1826	location	region	Eastern Ontario
st-james-church-1826	location	county	United Counties of Leeds and Grenville
st-james-church-1826	location	municipality	Township of Augusta
st-james-church-1826	location	address	On the grounds of the church, Church Street, Maitland
st-james-church-1826	themes	theme	Buildings and structures
st-james-church-1826	themes	theme	Religion
st-james-on-lines-1836	details	title	St. James-on-the-Lines 1836
st-james-on-lines-1836	details	text	Built largely through the efforts of Captain John Moberly, the church was originally intended to serve the naval and military personnel in residence at the Penetanguishene establishments. Until the 1870s, it was the only Protestant church in the vicinity and was attended by the civilian population as well.
st-james-on-lines-1836	location	region	Central Ontario
